Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
71197.6,0.0,-0.10,-0.45,0.86,-0.00,-0.00,-0.01,38.39632274059588,0.6465970741338338,2.1420377359958165,
71197.7,0.09999999999126885,-0.14,-0.48,0.86,-0.00,0.01,-0.01,38.801543783720774,0.6317862143600643,2.12712464410149,
71197.8,0.19999999999708962,-0.11,-0.48,0.84,0.00,0.01,-0.02,38.40773099260095,0.6787242200959094,2.130745419851631,
71197.9,0.29999999998835847,-0.11,-0.46,0.86,-0.01,-0.01,0.00,38.34446244244402,0.6271532908872263,2.121954267928196,
71198.1,0.5,-0.11,-0.46,0.86,0.00,0.00,0.05,37.425774541083314,0.7043399572932143,2.108867941304154,
71198.2,0.5999999999912689,-0.11,-0.45,0.85,-0.00,0.03,0.04,38.20184550515852,0.6772064438420561,2.1019402923773143,
71198.3,0.6999999999970896,-0.12,-0.46,0.84,-0.00,0.05,0.02,40.27054630868571,0.6939186653229328,2.11908160062009,
71198.4,0.7999999999883585,-0.12,-0.46,0.85,0.01,0.00,0.05,38.18050811605315,0.6762505174519993,2.092271695241093,
71198.5,0.8999999999941792,-0.19,-0.47,0.88,0.00,0.06,0.02,40.00079749205008,0.6905052990442679,2.1170498944164255,
71198.6,1.0,-0.12,-0.47,0.87,-0.00,0.04,0.03,37.975322250113955,0.6746932845959854,2.1005585453742377,
71198.7,1.0999999999912689,-0.10,-0.41,0.90,-0.01,0.04,0.03,38.99267880000039,0.6770271324270285,2.109375478460213,
71198.8,1.1999999999970896,-0.11,-0.46,0.85,-0.01,0.03,0.04,38.045723807019364,0.6892466479450572,2.1221530243200197,
71198.9,1.2999999999883585,-0.12,-0.47,0.86,-0.01,0.03,0.04,38.33078397319836,0.6961870398175718,2.1197252745815827,
71199.1,1.5,-0.20,-0.45,0.76,0.01,-0.07,0.04,37.83816195324503,0.6293929176723732,2.131760186097555,
71199.2,1.5999999999912689,-0.20,-0.46,0.77,-0.01,-0.09,0.04,37.24243010331093,0.5996465217327717,2.148238650185243,
71199.3,1.6999999999970896,-0.14,-0.46,0.87,-0.01,-0.10,0.06,39.12947993520997,0.6271762819002062,2.174077110674077,
71199.4,1.7999999999883585,-0.16,-0.44,0.85,-0.01,-0.11,0.10,37.297112488770495,0.6079733169963002,2.148243444757862,
71199.5,1.8999999999941792,-0.18,-0.44,0.75,0.05,-0.06,0.06,37.91514736882873,0.5992996237936219,2.1165398629516208,
71199.6,2.0,-0.18,-0.47,0.80,-0.03,-0.05,0.17,37.55618058322757,0.63975200009603,2.1478805066844546,
71199.7,2.099999999991269,-0.18,-0.47,0.80,-0.04,-0.02,0.20,37.78422157462027,0.6361973326678175,2.1562908716204108,
71199.8,2.1999999999970896,-0.19,-0.44,0.75,-0.03,0.01,0.22,38.03941245603039,0.6322028717724602,2.1654337404852524,
71199.9,2.2999999999883585,-0.15,-0.50,0.79,0.03,-0.06,0.04,38.206063654870285,0.6423882120102521,2.1318923476915144,
71200.1,2.5,-0.15,-0.52,0.89,-0.02,0.18,0.06,38.54211851987382,0.6819906482733453,2.126421929531367,
71200.2,2.599999999991269,-0.15,-0.52,0.87,-0.02,0.14,0.07,38.78198164096312,0.6210775089782337,2.1577960342152442,
71200.3,2.6999999999970896,-0.13,-0.51,0.84,-0.01,0.03,0.11,38.75631819458603,0.6563418833988802,2.1217823010537797,
71200.4,2.7999999999883585,-0.11,-0.42,0.95,-0.02,-0.05,0.12,39.47810279129432,0.5867767133476683,2.107046520014171,
71200.5,2.8999999999941792,-0.10,-0.38,0.82,-0.01,0.24,0.03,37.73182476371902,0.5082738906168388,2.196882150519547,
71200.6,3.0,-0.15,-0.53,0.90,-0.04,-0.21,0.14,39.68083416461907,0.6058592977860703,2.1040127179099315,
71200.7,3.099999999991269,-0.06,-0.45,0.83,-0.05,-0.27,0.13,38.68843367209378,0.6207777479516433,2.11952494272128,
71200.8,3.1999999999970896,-0.15,-0.53,0.89,-0.06,-0.29,0.12,39.90151250266085,0.6245039173642117,2.1007514521178696,
71200.9,3.2999999999883585,-0.06,-0.44,0.86,-0.02,0.21,0.04,38.475984717743096,0.654754944801426,2.108014241328462,
71201.1,3.5,-0.02,-0.18,1.05,1.31,-0.31,-0.03,37.53129494168833,0.18346217636898868,2.488602248709052,
71201.2,3.599999999991269,-0.01,-0.17,1.04,1.32,-0.27,-0.04,36.318387904751496,0.03844259002118799,2.5047889044675946,
71201.3,3.6999999999970896,-0.02,-0.21,1.14,1.33,-0.24,-0.04,37.8088561054153,6.262260245315136,2.5210551052362904,
71201.4,3.7999999999883585,-0.02,-0.21,1.12,1.34,-0.17,-0.04,38.264486145772295,0.39523537982928303,2.3955231710560367,
71201.5,3.8999999999941792,-0.02,-0.20,1.11,1.30,-0.33,-0.03,37.45860915730855,0.3279902997851354,2.4698376233552732,
71201.6,4.0,-0.02,-0.19,1.09,1.32,-0.11,-0.04,37.27794388106726,0.30510854031479195,2.4833760475574342,
71201.7,4.099999999991269,-0.02,-0.19,1.08,1.30,-0.08,-0.04,38.491158725089065,5.732244801621543,2.5329907681838395,
71201.8,4.19999999999709,-0.02,-0.19,1.08,1.28,-0.04,-0.05,38.55007522690455,0.4107665840656996,2.3721327371266985,
71201.9,4.2999999999883585,-0.02,-0.18,1.06,1.25,-0.01,-0.06,37.81511602520876,0.2638165565921828,2.4861933979320066,
71202.1,4.5,0.10,0.48,0.69,0.27,0.08,-0.06,38.48523613023571,5.590516322877317,2.4638657684381107,
71202.2,4.599999999991269,0.09,0.50,0.68,0.25,0.07,-0.06,38.439315810768534,5.595931451053443,2.451749234297273,
71202.3,4.69999999999709,0.10,0.48,0.68,0.16,-0.03,-0.04,40.30904240986134,5.51865471655331,2.5124009597099786,
71202.4,4.7999999999883585,0.09,0.52,0.68,0.23,0.06,-0.06,38.680586862145724,5.550888498029598,2.4596638233550028,
71202.5,4.899999999994179,0.09,0.53,0.69,0.10,-0.19,-0.04,38.8722844710727,5.5184057724071165,2.464624698751247,
71202.6,5.0,0.10,0.54,0.71,0.08,-0.24,-0.04,39.52409265245693,5.541107405601584,2.5044746154322053,
71202.7,5.099999999991269,0.10,0.55,0.72,0.05,-0.36,-0.06,39.01473824082382,5.525518094371246,2.4548218781060593,
71202.8,5.19999999999709,0.16,0.53,0.76,0.02,-0.41,-0.08,38.91618300912873,5.509624597072776,2.5188100010252668,
71202.9,5.2999999999883585,0.15,0.55,0.71,0.21,0.05,-0.06,39.050805369415876,5.527408107211264,2.4524871206819956,
71203.1,5.5,0.08,0.51,0.81,-0.24,0.11,0.08,39.433310791765884,5.502504089930544,2.4877381059131376,
71203.2,5.599999999991269,0.11,0.54,0.79,-0.20,0.15,0.09,40.0466852560858,5.508428099631102,2.4805112608955002,
71203.3,5.69999999999709,0.08,0.50,0.82,-0.24,0.12,0.02,39.605798817849895,5.530849580891907,2.471434780974405,
71203.4,5.7999999999883585,0.10,0.37,0.79,-0.25,0.11,0.02,39.29548829064222,5.546927878198158,2.4646296922323443,
71203.5,5.899999999994179,0.07,0.30,0.72,-0.24,0.06,0.04,40.74128741215721,5.7350175921932935,2.5607616732088907,
71203.6,6.0,0.08,0.51,0.83,-0.23,0.08,0.08,40.14023542531857,5.530880080825159,2.475905599982191,
71203.7,6.099999999991269,0.10,0.52,0.84,-0.22,0.10,0.07,40.32218620065137,5.527408107211264,2.4781936853944755,
71203.8,6.19999999999709,0.08,0.51,0.83,-0.22,0.12,0.07,39.16636439599673,6.027213910213191,2.629388358667716,
71203.9,6.2999999999883585,0.08,0.51,0.80,-0.22,0.13,0.08,37.94701832819016,0.009921345475875037,2.612586239885625,
71204.1,6.5,-0.05,-0.35,1.17,-1.15,0.43,-0.11,36.825586213935544,0.5330272985363955,2.384651945003683,
71204.2,6.599999999991269,0.09,-0.19,1.21,-0.52,0.13,-0.04,37.58492383922042,0.37243073890852374,2.498626565730499,
71204.3,6.69999999999709,0.08,-0.20,1.21,-1.86,0.60,0.02,37.574577841939885,0.661013172150333,2.2498851225983416,
71204.4,6.7999999999883585,-0.07,-0.48,0.86,-1.86,0.61,-0.01,37.403499836245274,0.4152951201019458,2.471692821098694,
71204.5,6.899999999994179,-0.07,-0.48,0.82,-1.77,0.59,-0.10,37.85184275567043,0.4269570258375473,2.4161114300621676,
71204.6,7.0,0.04,-0.26,1.22,-1.55,0.54,-0.15,37.77464096454128,0.7010726679717505,2.144120149720118,
71204.7,7.099999999991269,0.02,-0.28,1.25,-1.45,0.54,-0.17,37.922306100763436,0.4287473086256288,2.4084847920897037,
71204.8,7.19999999999709,-0.02,-0.31,1.21,-1.31,0.55,-0.16,38.61465265932092,0.7220744712176119,2.084337009729477,
71204.9,7.2999999999883585,-0.05,-0.34,1.19,-1.23,0.50,-0.14,37.97591868539851,0.2988403450246039,2.538666540403136,
71205.1,7.5,-0.09,-0.55,0.80,0.01,0.04,0.03,38.95961755459106,0.6963785570067683,2.1033153768615733,
71205.2,7.599999999991269,-0.09,-0.55,0.81,-0.01,0.00,0.03,39.07508669216231,0.6919998074602494,2.1033562430733963,
71205.3,7.69999999999709,-0.08,-0.55,0.81,-0.01,-0.04,0.03,38.78114619244769,0.7185175351391223,2.1180640474205825,
71205.4,7.7999999999883585,-0.08,-0.55,0.82,-0.01,-0.02,0.01,39.070268747476,0.7729764420754932,2.077771866171018,
71205.5,7.899999999994179,-0.09,-0.54,0.80,-0.00,-0.01,0.01,39.838497712639715,0.7490655426409311,2.106342021408421,
71205.6,8.0,-0.09,-0.56,0.82,0.02,0.02,0.02,37.674137017322636,0.7735876889431332,2.1098796287929513,
71205.7,8.099999999991269,-0.08,-0.56,0.82,0.01,0.03,0.02,39.06294663744659,0.782710553577467,2.074949877933859,
71205.8,8.19999999999709,-0.08,-0.56,0.81,0.01,0.04,0.03,38.31152698601297,0.7545991763637574,2.1002593064671697,
71205.9,8.299999999988358,-0.08,-0.55,0.81,0.01,0.04,0.03,38.41784351053557,0.7332418283187183,2.1034683074748166,
71206.1,8.5,-0.09,-0.55,0.79,-0.00,0.02,0.01,39.222490996875756,0.6869570564249784,2.072416293345778,
71206.2,8.599999999991269,-0.09,-0.55,0.79,-0.00,0.02,0.00,37.75858313019703,0.7090571065942857,2.092888364908819,
71206.3,8.69999999999709,-0.10,-0.55,0.80,-0.01,0.02,0.00,39.0581591988153,0.6879477215019618,2.0885195209005953,
71206.4,8.799999999988358,-0.09,-0.55,0.79,-0.01,0.02,-0.00,39.78966448715043,0.7700209862127211,2.069188115211657,
71206.5,8.89999999999418,-0.10,-0.55,0.80,-0.01,0.02,-0.00,38.514991886277215,0.7491729723058118,2.082518396156839,
71206.6,9.0,-0.09,-0.55,0.79,-0.01,0.01,0.02,38.54291244833478,0.7193662985427725,2.0970498078109165,
71206.7,9.099999999991269,-0.10,-0.55,0.80,-0.01,0.02,-0.00,38.96368180754996,0.7071310769576168,2.0760626465149006,
71206.8,9.19999999999709,-0.09,-0.55,0.80,-0.00,0.03,0.01,38.531546815564,0.7021173739075127,2.0790063306801487,
71206.9,9.299999999988358,-0.10,-0.55,0.80,-0.00,0.03,0.01,37.693861569226364,0.6969552163493792,2.1101849113726963,
71207.1,9.5,-0.10,-0.55,0.80,-0.01,0.02,-0.00,38.98043227056365,0.7330561184338994,2.0858192802332147,
71207.2,9.599999999991269,-0.10,-0.56,0.80,-0.00,0.01,0.01,39.437598811286676,0.722020433822753,2.07665982306518,
71207.3,9.69999999999709,-0.09,-0.55,0.80,-0.00,0.01,0.01,38.703335773548,0.7128928110175949,2.065346865008939,
71207.4,9.799999999988358,-0.10,-0.55,0.80,-0.00,0.00,0.01,38.573249798273416,0.6915468804774836,2.120135208337214,
71207.5,9.89999999999418,-0.09,-0.55,0.81,-0.01,0.00,0.01,39.4015456549613,0.7216461234143116,2.079780603575525,
71207.6,10.0,-0.09,-0.56,0.80,-0.01,0.01,0.00,38.7826481818867,0.7408227823331771,2.1078061377573745,
71207.7,10.099999999991269,-0.10,-0.55,0.81,-0.01,0.00,0.01,37.74993907279852,0.7200903266395109,2.044768961734154,
71207.8,10.19999999999709,-0.09,-0.55,0.80,-0.01,0.02,0.00,39.020559965228585,0.7203319593855968,2.0929078498066582,
71207.9,10.299999999988358,-0.10,-0.55,0.81,-0.01,0.02,-0.00,39.956608965226266,0.722319773091752,2.085795683650214,
71208.1,10.5,-0.10,-0.55,0.80,-0.01,-0.00,0.01,38.48129285769905,0.712305958538475,2.0952761333810157,
71208.2,10.599999999991269,-0.10,-0.55,0.81,-0.02,0.00,-0.00,38.188959137426096,0.710097990635636,2.1272322226032596,
71208.3,10.69999999999709,-0.09,-0.55,0.80,-0.02,0.01,-0.01,37.987004356753374,0.69141797589819,2.1006835255368044,
71208.4,10.799999999988358,-0.09,-0.56,0.80,-0.02,-0.02,-0.00,38.182605987543596,0.7067911056860177,2.1230232222678813,
71208.5,10.89999999999418,-0.09,-0.55,0.80,-0.02,-0.02,-0.01,38.214392576619616,0.6897649325795502,2.101747422139132,
71208.6,11.0,-0.09,-0.55,0.80,-0.02,-0.01,-0.01,38.0737915106967,0.6897643712176413,2.122008016366003,
71208.7,11.099999999991269,-0.09,-0.55,0.80,-0.02,0.00,-0.00,37.93299619065174,0.6978273412126833,2.0999900635066675,
71208.8,11.19999999999709,-0.10,-0.55,0.79,-0.01,0.00,0.01,37.513561547792285,0.710097990635636,2.0975752060326034,
71208.9,11.299999999988358,-0.09,-0.55,0.80,-0.01,0.00,0.01,37.57615467287732,0.7260545376634573,2.2905435961858975,
71209.1,11.5,0.07,-0.31,0.96,1.07,-0.21,-0.33,37.53670337150027,0.6066339877928324,2.474511776965957,
71209.2,11.599999999991269,0.05,-0.38,0.96,1.14,-0.23,-0.22,38.00277095160299,0.7368140594537991,2.380608595094839,
71209.3,11.69999999999709,0.10,-0.28,0.95,1.15,-0.24,-0.21,37.968415821574645,0.7265463990145539,2.3884655593229143,
71209.4,11.799999999988358,0.05,-0.37,0.96,1.11,-0.21,-0.26,37.8423862883936,0.6766856107463589,2.423593807947957,
71209.5,11.89999999999418,0.07,-0.35,0.96,1.06,-0.14,-0.31,37.7237577661611,6.127414915593533,2.6211979728393553,
71209.6,12.0,-0.04,0.27,0.80,1.06,-0.14,-0.32,37.51904716274122,0.6608627611311936,2.4368008040222997,
71209.7,12.099999999991269,0.07,-0.34,0.95,1.06,-0.15,-0.32,37.11877422545093,0.6400230094828152,2.453384604437502,
71209.8,12.19999999999709,0.07,-0.34,0.96,1.06,-0.18,-0.32,38.96443634906066,5.688340190676954,2.5197260174194063,
71209.9,12.299999999988358,0.07,-0.32,0.96,1.07,-0.20,-0.33,37.399439835377216,0.6169093518366493,2.468391676596618,
71210.1,12.5,0.06,0.51,0.78,0.18,-0.01,-0.19,37.521912264702074,5.607944472117576,2.519381735300125,
71210.2,12.599999999991269,0.07,0.53,0.81,0.18,0.01,-0.17,39.967937149670355,5.664770327200986,2.4949975316272948,
71210.3,12.69999999999709,0.08,0.52,0.80,0.18,0.01,-0.16,37.95287340900554,5.638782891735364,2.5171160949494005,
71210.4,12.799999999988358,0.07,0.50,0.79,0.18,0.02,-0.15,40.72828746706642,5.555841493519421,2.4850028442859142,
71210.5,12.89999999999418,0.07,0.48,0.80,0.16,0.03,-0.12,38.83178337393224,5.6288483033638705,2.5112802235310814,
71210.6,13.0,0.07,0.52,0.78,0.16,0.06,-0.12,40.63439552891121,5.672393027594348,2.4880070000046697,
71210.7,13.099999999991269,0.07,0.47,0.77,0.18,0.02,-0.13,40.83582373357981,5.642261512267273,2.534977777423576,
71210.8,13.19999999999709,0.07,0.48,0.74,0.15,0.12,-0.10,39.65340968945798,5.608927390035774,2.5341577158735586,
71210.9,13.299999999988358,0.08,0.50,0.73,0.13,0.15,-0.09,39.656094109228654,5.605579043284661,2.5429522508806217,
71211.1,13.5,0.13,0.45,0.76,-0.34,0.17,-0.01,39.511889349915926,5.6229305555967315,2.473621843136566,
71211.2,13.599999999991269,0.08,0.45,0.74,-0.29,-0.14,0.04,38.57501523006828,5.580953645425204,2.4950726793570985,
71211.3,13.69999999999709,0.06,0.23,0.79,-0.30,-0.12,0.03,39.89499968667753,5.9250722320390725,2.5229018226985502,
71211.4,13.799999999988358,0.07,0.45,0.74,-0.30,-0.09,0.02,38.8172101006757,5.621995090318784,2.4796918118685616,
71211.5,13.89999999999418,0.05,0.46,0.76,-0.31,-0.05,0.01,39.03490873564328,5.654931418107456,2.4663948907701148,
71211.6,14.0,0.05,0.46,0.75,-0.31,-0.00,0.00,37.57655918255422,0.2542564853718646,2.608897207997775,
71211.7,14.099999999991269,0.12,0.44,0.74,-0.31,0.05,-0.00,38.810199690287604,5.695411903719686,2.4682687732537856,
71211.8,14.19999999999709,0.08,0.45,0.73,-0.44,0.32,0.11,37.27868023414992,0.5568348707696853,2.4410803367743115,
71211.9,14.299999999988358,-0.10,-0.41,1.02,-0.46,0.25,0.10,37.89879417606845,0.6743741428268817,2.2366081325401392,
71212.1,14.5,-0.05,-0.50,0.98,-0.71,-0.13,0.08,39.41209078442807,0.7376468798327804,2.194235749674335,
71212.2,14.599999999991269,-0.05,-0.50,0.97,-0.50,-0.17,0.08,39.87111987391375,0.830922468690489,2.072362203463605,
71212.3,14.69999999999709,0.00,-0.65,0.80,-0.31,-0.08,0.08,38.69369586896553,0.7696251991767119,2.17556047334122,
71212.4,14.799999999988358,-0.06,-0.50,0.98,-0.23,0.00,0.05,38.53975350206589,0.7979498054670159,2.1566795913901466,
71212.5,14.89999999999418,-0.06,-0.50,0.98,-1.07,-0.05,-0.01,38.09316342862588,0.9152251295126699,2.020819265788655,
71212.6,15.0,-0.03,-0.57,0.97,-1.07,-0.24,-0.01,37.98483249930161,0.7982520653605316,2.1443077554522714,
71212.7,15.099999999991269,-0.04,-0.66,0.72,-0.81,-0.21,0.08,37.89003826865315,0.798044482747156,2.1421549590391074,
71212.8,15.19999999999709,-0.05,-0.65,0.75,-0.76,-0.18,0.08,39.227921178670684,0.8578788886030732,2.0018349452149495,
71212.9,15.299999999988358,-0.03,-0.57,0.96,-0.73,-0.15,0.08,39.61755923829735,0.8676760767728713,1.9984260126016424,
71213.1,15.5,-0.05,-0.63,0.73,0.00,0.04,0.00,38.08472397169238,0.8622655626100132,2.034091502757353,
71213.2,15.599999999991269,-0.05,-0.64,0.73,-0.00,0.02,0.01,38.962798924101946,0.8422310028702663,2.026862878131528,
71213.3,15.69999999999709,-0.04,-0.64,0.73,-0.01,0.04,-0.00,38.51223701630431,0.838670108047614,2.029711836186026,
71213.4,15.799999999988358,-0.04,-0.64,0.75,0.03,0.03,0.04,40.335346781700046,0.8554485665028732,2.012155469935208,
71213.5,15.89999999999418,-0.05,-0.64,0.74,0.03,0.02,0.04,39.33544076275236,0.8803121167954928,2.0151697280959886,
71213.6,16.0,-0.05,-0.64,0.74,0.00,0.04,0.01,39.963677258230376,0.8499009166353741,2.0209958012097955,
71213.7,16.09999999999127,-0.05,-0.64,0.73,0.00,0.03,0.00,38.9637228714095,0.8350542799435424,2.0231383693145046,
71213.8,16.19999999999709,-0.05,-0.64,0.74,0.00,0.03,-0.00,39.29769713354715,0.8826271674372419,2.015627082969843,
71213.9,16.29999999998836,-0.05,-0.64,0.75,-0.00,0.04,-0.00,37.49962266476824,0.8614879708442,2.043098817792485,
71214.1,16.5,-0.05,-0.64,0.73,0.00,-0.01,0.01,38.66079538757577,0.8396925753057544,1.998334609274347,
71214.2,16.59999999999127,-0.05,-0.65,0.73,-0.01,-0.00,0.02,38.29962271354641,0.8154337890183664,1.9986144863228696,
71214.3,16.69999999999709,-0.06,-0.65,0.73,-0.01,0.01,0.01,38.292770858218134,0.871165544424507,1.966776272139538,
71214.4,16.79999999998836,-0.05,-0.65,0.73,-0.01,0.00,0.01,39.25109934766159,0.7905877375674457,2.015910785224806,
71214.5,16.89999999999418,-0.05,-0.65,0.74,-0.00,0.01,0.00,39.362781913884085,0.8372478568842343,2.01906323801535,
71214.6,17.0,-0.05,-0.64,0.75,-0.01,-0.00,0.01,38.84927283746762,0.8700486795260496,1.9699966466675514,
71214.7,17.09999999999127,-0.05,-0.64,0.73,-0.01,0.02,-0.00,39.27727332695079,0.8374242713962727,1.980066679444857,
